couple1,couple2,couple2_age,couple2_loc,couple2_occ,couple2_outcome,couple2_place,couple2_arrived,show_season,relationship_status
Ben Higgins,Emily Ferguson,23,"Las Vegas, Nevada",Waitress,Week 7,6,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Lauren Himle,25,"Dexter, Michigan",Kindergarten Teacher,Week 6,7,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Olivia Caridi,23,"Austin, Texas",Former News Anchor,Week 6,8,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Leah Block,25,"Greenwood Village, Colorado",Event Planner,Week 6,9,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Jennifer Saviano,25,"Davie, Florida",Small Business Owner,Week 5,10,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Jubilee Sharpe,24,"Fort Lauderdale, Florida",War Veteran,Week 5,11,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Amber James,30,"Kankakee, Illinois",Bartender,Week 4,12–13,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Rachel Tchen,23,"Little Rock, Arkansas",Unemployed,Week 4,12–13,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Haley Ferguson,23,"Las Vegas, Nevada",Waitress,Week 4,14,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Jami Letain,23,"St. Albert, Alberta",Bartender,Week 3,15–16,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Shushanna Mkrtychyan,27,"Salt Lake City, Utah",Property Manager,Week 3,15–16,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Lace Morris,25,"Denver, Colorado",Real Estate Agent,Week 3,17 (quit),---,The_Bachelor_(American_season_20),Separated
Ben Higgins,"Jacqueline ""Jackie"" Dion",23,"Newport Beach, California",Gerontologist,Week 2,18–20,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,"Amanda ""Mandi"" Kremer",28,"Portland, Oregon",Dentist,Week 2,18–20,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Samantha Passmore,26,"New Smyrna Beach, Florida",Attorney,Week 2,18–20,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,"Lauren ""LB"" Barr",23,"Stillwater, Oklahoma",Fashion Buyer,Week 2,21 (quit),---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Laura Esselman,24,"Louisville, Kentucky",Account Executive,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Breanne Rice,30,"Seattle, Washington",Nutritional Therapist,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Lauren Russell,26,"Houston, Texas",Math Teacher,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,"Isabel ""Izzy"" Goodkind",24,"Branford, Connecticut",Graphic Designer,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Maegan Miller,30,"Visalia, California",Cowgirl,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Jessica Moser,23,"Boca Raton, Florida",Accountant,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Ben Higgins,Tiara Soleim,27,"Redmond, Washington",Chicken Enthusiast,Week 1,22–28,---,The_Bachelor_(American_season_20),Separated
Nick Viall,Vanessa Grimaldi,29,"Montreal, Quebec",Special Education Teacher,Winner,1,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Raven Gates,25,"Hoxie, Arkansas",Fashion Boutique Owner,Runner-Up,2,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Rachel Lindsay,31,"Dallas, Texas",Attorney,Week 9,3,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Corinne Olympios,24,"Miami, Florida",Business Owner,Week 8,4,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Kristina Schulman,24,"Lexington, Kentucky",Dental Hygienist,Week 7,5,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Danielle Maltby,31,"Colgate, Wisconsin",Neonatal Nurse,Week 7,6,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Danielle Lombard,27,"Danville, California",Small Business Owner,Week 6,7,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Whitney Fransway,25,"Chanhassen, Minnesota",Pilates Instructor,Week 6,8,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Jasmine Goode,29,"Maplewood, New Jersey",Pro Basketball Dancer,Week 6,9,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Jaimi King,28,"New Orleans, Louisiana",Chef,Week 5,10–12,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Josephine Tutman,24,"Santa Cruz, California",Registered Nurse,Week 5,10–12,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Alexis Waters,23,"Secaucus, New Jersey",Aspiring Dolphin Trainer,Week 5,10–12,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Taylor Nolan,23,"Seattle, Washington",Mental Health Counselor,Week 5,13,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Astrid Loch,26,"Tampa, Florida",Plastic Surgery Office Manager,Week 4,14–15,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Sarah Vendal,26,"Palmdale, California",Grade School Teacher,Week 4,14–15,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Brittany Farrar,26,"Santa Monica, California",Travel Nurse,Week 3,16–17,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Christen Whitney,25,"Martinsville, Indiana",Wedding Videographer,Week 3,16–17,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Dominique Alexis,25,"Los Angeles, California",Restaurant Server,Week 3,18,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Lacey Mark,25,"Montville Township, New Jersey",Digital Marketing Manager,Week 2,19–21,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Hailey Merkt,23,"Vancouver, British Columbia",Photographer,Week 2,19–21,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Elizabeth Whitelaw,24,"New Trier, Illinois",Marketing Manager,Week 2,19–21,---,The_Bachelor_(American_season_21),Separated
Nick Viall,"Elizabeth ""Liz"" Sandoz",29,"Scottsbluff, Nebraska",Doula,Week 2,22,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Angela Amezcua,26,"Cumberland, Maryland",Model,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Jasmine Brown,25,"Tacoma, Washington",Flight Attendant,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Olivia Burnette,25,"Anchorage, Alaska",Apparel Sales Representative,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Ida Marie DeLosSantos,23,"Harlingen, Texas",Sales Manager,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Briana Guertler,28,"Salt Lake City, Utah",Surgical Unit Nurse,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Lauren Hussey,30,"Naples, Florida",Law School Graduate,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Susannah Milan,26,"San Diego, California",Account Manager,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Nick Viall,Michelle Ramkissoon,24,"Los Angeles, California",Food Truck Owner,Week 1,23–30,---,The_Bachelor_(American_season_21),Separated
Arie Luyendyk Jr.,Becca Kufrin,27,"Prior Lake, Minnesota",Publicist,Winner,1,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Lauren Burnham,25,"Virginia Beach, Virginia",Technology Salesperson,Runner-up,2,---,The_Bachelor_(American_season_22),Married + kids
Arie Luyendyk Jr.,Kendall Long,26,"Santa Clarita, California",Creative Director,Week 9,3,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Tia Booth,26,"Weiner, Arkansas",Physical Therapist,Week 8,4,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Bekah Martinez,22,"Fresno, California",Nanny,Week 7,5,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Seinne Fleming,27,"Long Beach, California",Commercial Real Estate Agent,Week 7,6,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Jacqueline Trumbull,26,"Morgantown, West Virginia",Research Coordinator,Week 7,7 (quit),---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Chelsea Roy,29,"South Portland, Maine",Real Estate Executive Assistant,Week 6,8–9,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Jenna Cooper,28,"Raleigh, North Carolina",Social Media Manager,Week 6,8–9,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Krystal Nielson,29,"Missoula, Montana",Fitness Coach,Week 6,10,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Ashley Luebke,25,"West Palm Beach, Florida",Real Estate Agent,Week 5,11–13,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Maquel Cooper,23,"American Fork, Utah",Photographer,Week 5,11–13,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Marikh Mathias,27,"Salt Lake City, Utah",Restaurant Owner,Week 5,11–13,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Brittany Taylor,30,"Belton, South Carolina",Tech Recruiter,Week 4,14–15,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Caroline Lunny,26,"Holliston, Massachusetts",Realtor,Week 4,14–15,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Bibiana Julian,30,"Miami, Florida",Executive Assistant,Week 3,16,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Annaliese Puccini,32,"San Mateo, California",Event Designer,Week 3,17,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Lauren Schleyer,31,"Dallas, Texas",Social Media Manager,Week 3,18,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,"Jennifer ""Jenny"" Delaney",25,"Northbrook, Illinois",Graphic Designer,Week 2,19–21,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Lauren Griffin,26,"Indianapolis, Indiana",Executive Recruiter,Week 2,19–21,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Valerie Biles,26,"Nashville, Tennessee",Server,Week 2,19–21,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,"Alison ""Ali"" Harrington",27,"Lawton, Oklahoma",Personal Stylist,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Amber Wilkerson,29,"Denver, Colorado",Business Owner,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,"Brianna ""Bri"" Amaranthus",25,"Grants Pass, Oregon",Sports Reporter,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Brittane Johnson,27,"San Diego, California",Marketing Manager,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Jessica Carroll,26,"Calgary, Alberta, Canada",Television Host,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Lauren Jarreau,33,"New Roads, Louisiana",Recent Master's Graduate,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,"D'Nysha ""Nysha"" Norris",30,"Anderson, South Carolina",Orthopedic Nurse,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Arie Luyendyk Jr.,Olivia Goethals,23,"Geneseo, Illinois",Marketing Associate,Week 1,22–29,---,The_Bachelor_(American_season_22),Separated
Colton Underwood,Cassie Randolph,23,"Huntington Beach, California",Speech Pathologist,Winner,1[a],---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Hannah Godwin,23,"Hoover, Alabama",Content Creator,Week 9,2,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Tayshia Adams,28,"Santa Ana, California",Phlebotomist,Week 9,2,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Caelynn Miller-Keyes,23,"Falmouth, Virginia",Miss North Carolina USA 2018,Week 8,4,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Kirpa Sudick,26,"Whittier, California",Dental Hygienist,Week 7,5,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Heather Martin,23,"Carlsbad, California",Fashion Student,Week 7,6 (quit),---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Hannah Brown,24,"Northport, Alabama",Miss Alabama USA 2018,Week 7,7,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Katie Morton,26,"Oviedo, Florida",Medical Sales Representative,Week 6,8,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Demi Burnett,23,"Red Oak, Texas",Interior Designer,Week 6,9,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Sydney Lotuaco,27,"Virginia Beach, Virginia",NBA Dancer,Week 6,10 (quit),---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Nicole Lopez-Alvar,25,"Miami, Florida",Social Media Coordinator,Week 5,11–12,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Onyeka Ehie,24,"Manhattan, Kansas",IT Risk Consultant,Week 5,11–12,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Elyse Dehlbom,31,"Soldotna, Alaska",Makeup Artist,Week 5,13 (quit),---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Courtney Curtis,23,"McDonough, Georgia",Caterer,Week 4,14–15,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Tracy Shapoff,31,"Rochester, New York",Wardrobe Stylist,Week 4,14–15,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,"Brianna ""Bri"" Barnes",24,"Los Angeles, California",Model,Week 3,16–18,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Catherine Agro,26,"Fort Lauderdale, Florida",DJ,Week 3,16–18,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Nina Bartula,30,"Raleigh, North Carolina",Sales Account Manager,Week 3,16–18,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Caitlin Clemmens,25,"Toronto, Ontario",Realtor,Week 3,19,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Alex Blumberg,29,"Vancouver, British Columbia",Dog Rescuer,Week 2,20–23,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Angelique Sherman,28,"Hamilton, New Jersey",Marketing Salesperson,Week 2,20–23,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Annie Reardon,23,"Mequon, Wisconsin",Financial Associate,Week 2,20–23,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Erika McNutt,25,"Encinitas, California",Recruiter,Week 2,20–23,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Alex Dillon,23,"Boston, Massachusetts",Sloth,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Devin Gooden,23,"Atlanta, Georgia",Broadcast Journalist,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Erin Landry,28,"Plano, Texas",Cinderella,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,"Adrianne ""Jane"" Averbukh",26,"West Hollywood, California",Social Worker,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Laura Pellerito,26,"Dallas, Texas",Accountant,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Revian Chang,24,"Austin, Texas",Nurse,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Colton Underwood,Tahzjuan Hawkins,25,"Castle Pines, Colorado",Business Development Associate,Week 1,24–30,---,The_Bachelor_(American_season_23),Separated
Peter Weber,Hannah Ann Sluss,23,"Powell, Tennessee",Model,Winner,1,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Madison Prewett,23,"Auburn, Alabama",Foster Parent Recruiter,Runner-up,2 (quit),---,The_Bachelor_(American_season_24),Separated
Peter Weber,Victoria Fuller,26,"Virginia Beach, Virginia",Medical Sales Rep,Week 9,3,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Kelsey Weier,28,"Urbandale, Iowa",Professional Clothier,Week 8,4,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Kelley Flanagan,27,"North Barrington, Illinois",Attorney,Week 7,5,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Natasha Parker,31,"New York City, New York",Event Planner,Week 7,6,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Mykenna Dorn,22,"Langley, British Columbia",Fashion Blogger,Week 6,7–8,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Sydney Hightower,24,"Northport, Alabama",Retail Marketing Manager,Week 6,7–8,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Tammy Ly,24,"Syracuse, New York",House Flipper,Week 6,9,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Victoria Paul,27,"Alexandria, Louisiana",Nurse,Week 6,10,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Lexi Buchanan,26,"Jacksonville, Florida",Marketing Coordinator,Week 5,11–12,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Shiann Lewis,27,"Las Vegas, Nevada",Preeschool Teacher,Week 5,11–12,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Deandra Kanu,23,"Bar Harbor, Maine",Home Care Coordinator,Week 4,13–15,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Kiarra Norman,23,"Kennesaw, Georgia",Nanny,Week 4,13–15,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Savannah Mullins,27,"Houston, Texas",Realtor,Week 4,13–15,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Alayah Benavidez,24,"Helotes, Texas",Orthodontist Assistant,Week 4,16[a],---,The_Bachelor_(American_season_24),Separated
Peter Weber,Alexa Caves,27,"Springfield, Illinois",Esthetician,Week 3,17–19,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Jasmine Nguyen,25,"Houston, Texas",Client Relations Manager,Week 3,17–19,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Sarah Coffin,24,"Knoxville, Tennessee",Medical Radiographer,Week 3,17–19,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Courtney Perry,26,"Venice, Florida",Cosmetologist,Week 2,20–22,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Lauren Jones,26,"Glendale, California",Marketing Executive,Week 2,20–22,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Payton Moran,24,"Wellesley, Massachusetts",Business Development Rep,Week 2,20–22,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Avonlea Elkins,27,"Fort Worth, Texas",Cattle Rancher,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Eunice Cho,23,"Chicago, Illinois",Flight Attendant,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Jade Gilliland,26,"Mesa, Arizona",Media Buyer,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Jenna Serrano,22,"New Lenox, Illinois",Nursing Student,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Katrina Badowski,28,"St. Charles, Illinois",Pro NBA Dancer,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Kylie Ramos,26,"Davis, California",Entertainment Sales Associate,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Maurissa Gunn,23,"Laurel, Montana",Patient Care Coordinator,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Peter Weber,Megan Hops,26,"San Bruno, California",Flight Attendant,Week 1,23–30,---,The_Bachelor_(American_season_24),Separated
Matt James,Rachael Kirkconnell,24,"Cumming, Georgia",Graphic Designer,Winner,1,Week 1,The_Bachelor_(American_season_25),Dating
Matt James,Michelle Young,27,"Woodbury, Minnesota",Teacher,Runner-Up,2,Week 3,The_Bachelor_(American_season_25),Separated
Matt James,"Briana ""Bri"" Springs",24,"San Antonio, Texas",Communications Manager,Week 9,3,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Serena Pitt,23,"Markham, Ontario",Publicist,Week 8,4 (quit),Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Pieper James,23,"Happy Valley, Oregon",Graduate Student,Week 7,5,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Jessenia Cruz,27,"El Paso, Texas",Social Media Marketer,Week 7,6,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Kit Keenan,21,"New York, New York",Fashion Entrepreneur,Week 7,7 (quit),Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Abigail Heringer,25,"Salem, Oregon",Client Financial Manager,Week 7,8,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Chelsea Vaughn,29,"Marietta, Georgia",Runway Model,Week 6,9–10,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Serena Chew,24,"San Bruno, California",Flight Attendant,Week 6,9–10,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Katie Thurston,29,"Lynnwood, Washington",Bank Marketing Manager,Week 6,11,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Brittany Galvin,23,"Hinsdale, Illinois",Model,Week 5,12–14,Week 3,The_Bachelor_(American_season_25),Separated
Matt James,"Mearg ""Magi"" Tareke",32,"Washington, D.C.",Pharmacist,Week 5,12–14,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Ryan Claytor,26,"Mechanicsville, Virginia",Dancer/Choreographer,Week 5,12–14,Week 3,The_Bachelor_(American_season_25),Separated
Matt James,"Meredith ""MJ"" Snyder",23,"Hudson, Ohio",Hairstylist,Week 5,15,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Catalina Morales,29,"New York, New York",Former Miss Universe Puerto Rico,Week 4,16–19,Week 3,The_Bachelor_(American_season_25),Separated
Matt James,Lauren Maddox,29,"Miami, Florida",Corporate Attorney,Week 4,16–19,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,"Mariela ""Mari"" Pepin",24,"Severn, Maryland",Marketing Director,Week 4,16–19,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Victoria Larson,27,"Los Angeles, California",Queen,Week 4,16–19,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Anna Redman,24,"Owatonna, Minnesota",Copywriter,Week 4,20,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Kaili Anderson,26,"Chicago, Illinois",Hostess,Week 3,21–23,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Khaylah Epps,28,"Durham, North Carolina",Healthcare Advocate,Week 3,21–23,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,"Kimberly ""Kim"" Li",28,"Cypress, California",ICU Nurse,Week 3,21–23,Week 3,The_Bachelor_(American_season_25),Separated
Matt James,Sarah Trott,23,"San Diego, California",Broadcast Journalist,Week 3,24 (quit),Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Alana Milne,26,"San Antonio, Texas",Photographer,Week 2,25–29,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Illeana Pennetto,25,"South Salem, New York",Health Food Developer,Week 2,25–29,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Kristin Hopkins,27,"Virginia Beach, Virginia",Attorney,Week 2,25–29,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Marylynn Sienna,28,"Huntington Beach, California",Event Coordinator,Week 2,25–29,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Sydney Johnson,28,"Franklin, Tennessee",Marketing Specialist,Week 2,25–29,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Alicia Holloway,24,"Morgantown, West Virginia",Professional Ballerina,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Amber Andrews,30,"Rialto, California",Nursing Student,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Carolyn Vallejo,30,"Newburyport, Massachusetts",Journalist,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Casandra Suarez,25,"Lodi, California",Social Worker,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Corrinne Jones,22,"Pomfret, Connecticut",Marketing Manager,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Emani Curl,25,"Albuquerque, New Mexico",Realtor,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Kimberly Courneya,28,"Lake Tapps, Washington",Airline Recruiter,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Matt James,Saneh Ste. Claire,25,"St. Augustine, Florida",IT Consultant,Week 1,30–37,Week 1,The_Bachelor_(American_season_25),Separated
Trista Rehn,Ryan Sutter,28,"Vail, Colorado",Firefighter,Winner,---,---,The_Bachelorette_(season_1),Married + kids
Trista Rehn,Charlie Maher,28,"Hermosa Beach, California",Financial Analyst,Runner-up,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Russell Woods,31,"San Rafael, California",Writer,Week 5,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Greg Todtman,28,"Manhattan, New York",Importer,Week 4,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Bob Guiney,31,"Ferndale, Michigan",Mortgage Broker,Week 3,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Jamie Blyth,27,"Chicago, Illinois",Professional Basketball Player,Week 3,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Mike,24,"Cincinnati, Ohio",Sales and Consulting,Week 3,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Rob,29,"Dallas, Texas",Computer Programmer,Week 3,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Brian C.,28,"Dallas, Texas",Mortgage Broker,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Brian S.,28,"Dallas, Texas",Sales Engineer,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Brook Pemberton,29,"Dallas, Texas",Rodeo Cowboy,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Jack French,27,"Pepper Pike, Ohio",Firefighter,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Jeff Popovich,25,"San Diego, California",Professional Football Player,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Josh,31,"Boca Raton, Florida",Radio Advertising Executive,Week 2,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Brian H.,30,"Cleveland, Ohio",National Sales Manager,Week 2 (Quit),---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Billy,28,"Hermosa Beach, California",Firefighter,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Brian K.,31,"San Francisco, California",Breast Implant Sales,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Chris Tunnessen,35,"Sugarloaf, Pennsylvania",V.P. of Auto Parts Company,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Duane,28,"Chisago City, Minnesota",Flight Instructor,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Eric,33,"St. Louis, Missouri",Commercial Pilot,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Gregg H.,34,"Freehold, New Jersey",Marble Company Owner,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Matt,42,"Marina Del Rey, California",Gym Owner,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Paul,26,"Honolulu, Hawaii",Telecommunications,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Peter Dizdar,25,"Long Island, New York",Construction Business Owner,Week 1,---,---,The_Bachelorette_(season_1),Separated
Trista Rehn,Wayne,37,"Sacramento, California",Commercial Pilot,Week 1,---,---,The_Bachelorette_(season_1),Separated
